171,91,92,2,0,0
172,1,2,6,0,0
173,67,68,50,0,0
174,91,92,39,0,0
175,58,59,9,0,0
176,18,19,30,0,0
177,21,22,32,0,0
178,96,97,30,0,0
179,1,2,8,0,0
180,50,51,38,0,0
181,61,62,34,0,0
182,7,8,27,0,0
183,94,95,21,0,0
184,23,24,32,0,0
185,32,33,28,0,0
186,56,57,40,0,0
187,52,53,30,0,0
188,9,10,17,0,0
189,42,43,42,0,0
190,39,40,28,0,0
191,11,12,47,0,0
192,25,26,28,0,0
193,77,78,46,0,0
194,33,34,34,0,0
195,52,53,9,0,0
196,43,44,43,0,0
197,36,37,22,0,0
198,6,7,44,0,0
199,50,51,48,0,0
200,84,85,3,0,0
201,50,51,2,0,0
202,86,87,12,0,0
203,79,80,1,0,0
204,8,9,39,0,0
205,79,80,34,0,0
206,52,53,8,0,0
207,14,15,17,0,0
208,78,79,31,0,0
209,32,33,46,0,0
210,71,72,49,0,0
211,61,62,8,0,0
212,53,54,18,0,0
213,37,38,9,0,0
214,85,86,27,0,0
215,49,50,13,0,0
216,6,7,35,0,0
217,62,63,23,0,0
218,31,32,13,0,0
219,66,67,44,0,0
220,87,88,10,0,0
221,16,17,22,0,0
222,84,85,16,0,0
223,97,98,47,0,0
224,23,24,17,0,0
225,43,44,34,0,0
226,90,91,47,0,0
227,84,85,44,0,0
228,37,38,19,0,0
229,96,97,4,0,0
230,9,10,41,0,0
231,29,30,36,0,0
232,72,73,18,0,0
233,57,58,45,0,0
234,14,15,36,0,0
235,35,36,41,0,0
236,12,13,46,0,0
237,68,69,12,0,0
238,92,93,6,0,0
239,42,43,2,0,0
240,3,4,10,0,0
241,70,71,3,0,0
242,29,30,37,0,0
243,60,61,32,0,0
244,25,26,42,0,0
245,60,61,27,0,0
246,57,58,46,0,0
247,40,41,50,0,0
248,19,20,28,0,0
249,7,8,35,0,0
250,21,22,31,0,0
251,49,50,32,0,0
252,75,76,13,0,0
253,20,21,10,0,0
254,45,46,9,0,0
255,7,8,3,0,0
256,56,57,35,0,0
257,85,86,32,0,0
258,17,18,8,0,0
259,39,40,15,0,0
260,67,68,23,0,0
261,51,52,47,0,0
262,33,34,42,0,0
263,59,60,14,0,0
264,64,65,37,0,0
265,27,28,5,0,0
266,45,46,1,0,0
267,62,63,3,0,0
268,14,15,4,0,0
269,2,3,42,0,0
270,32,33,20,0,0
271,27,28,7,0,0
272,15,16,31,0,0
273,72,73,47,0,0
274,50,51,21,0,0
275,42,43,28,0,0
276,32,33,5,0,0
277,89,90,31,0,0
278,95,96,33,0,0
279,74,75,39,0,0
280,54,55,45,0,0
281,35,36,1,0,0
282,35,36,47,0,0
283,95,96,9,0,0
284,5,6,4,0,0
285,4,5,24,0,0
286,35,36,37,0,0
287,52,53,39,0,0
288,95,96,19,0,0
289,79,80,34,0,0
290,57,58,47,0,0
291,6,7,32,0,0
292,25,26,49,0,0
293,27,28,40,0,0
294,38,39,45,0,0
295,26,27,33,0,0
296,90,91,39,0,0
297,92,93,13,0,0
298,1,2,41,0,0
299,99,100,43,0,0
300,26,27,7,0,0
301,74,75,16,0,0
302,83,84,45,0,0
303,57,58,21,0,0
304,88,89,21,0,0
305,31,32,34,0,0
306,9,10,35,0,0
307,35,36,18,0,0
308,36,37,25,0,0
309,84,85,40,0,0
310,94,95,26,0,0
311,55,56,35,0,0
312,36,37,49,0,0
313,42,43,41,0,0
314,48,49,19,0,0
315,2,3,18,0,0
316,40,41,7,0,0
317,19,20,18,0,0
318,38,39,50,0,0
319,85,86,16,0,0
320,91,92,14,0,0
321,12,13,27,0,0
322,1,2,47,0,0
323,1,2,11,0,0
324,83,84,3,0,0
325,67,68,36,0,0
326,11,12,26,0,0
327,38,39,8,0,0
328,87,88,11,0,0
329,41,42,23,0,0
330,79,80,39,0,0
331,49,50,15,0,0
332,11,12,49,0,0
333,96,97,49,0,0
334,67,68,36,0,0
335,7,8,35,0,0
336,80,81,31,0,0
337,96,97,46,0,0
338,32,33,31,0,0
339,25,26,2,0,0
340,42,43,5,0,0
341,45,46,26,0,0
342,81,82,49,0,0
343,16,17,2,0,0
344,32,33,5,0,0
345,15,16,24,0,0
346,16,17,43,0,0
347,76,77,17,0,0
348,56,57,8,0,0
349,4,5,11,0,0
350,12,13,41,0,0
351,22,23,27,0,0
352,75,76,33,0,0
353,58,59,43,0,0
354,98,99,46,0,0
355,38,39,2,0,0
356,29,30,43,0,0
357,41,42,6,0,0
358,88,89,15,0,0
359,99,100,26,0,0
360,22,23,4,0,0
361,67,68,5,0,0
362,79,80,3,0,0
363,12,13,45,0,0
364,83,84,5,0,0
365,8,9,12,0,0
366,91,92,28,0,0
367,70,71,5,0,0
368,1,2,34,0,0
369,82,83,36,0,0
370,60,61,19,0,0
371,98,99,42,0,0
372,57,58,13,0,0
373,46,47,12,0,0
374,7,8,14,0,0
375,72,73,24,0,0
376,53,54,31,0,0
377,9,10,34,0,0
378,42,43,2,0,0
379,89,90,10,0,0
380,18,19,34,0,0
381,46,47,15,0,0
382,83,84,15,0,0
383,55,56,12,0,0
384,86,87,24,0,0
385,10,11,45,0,0
386,90,91,28,0,0
387,62,63,19,0,0
388,62,63,14,0,0
389,42,43,6,0,0
390,75,76,25,0,0
391,80,81,1,0,0
392,50,51,31,0,0
393,99,100,9,0,0
394,39,40,4,0,0
395,63,64,4,0,0
396,4,5,6,0,0
397,98,99,22,0,0
398,54,55,39,0,0
399,96,97,16,0,0
400,41,42,48,0,0
401,40,41,8,0,0
402,30,31,39,0,0
403,72,73,11,0,0
404,24,25,29,0,0
405,9,10,46,0,0
406,3,4,28,0,0
407,49,50,8,0,0
408,38,39,38,0,0
409,96,97,33,0,0
410,39,40,13,0,0
411,55,56,45,0,0
412,59,60,19,0,0
413,82,83,46,0,0
414,2,3,26,0,0
415,54,55,9,0,0
416,12,13,33,0,0
417,35,36,37,0,0
418,98,99,38,0,0
419,79,80,38,0,0
420,18,19,8,0,0
421,92,93,6,0,0
422,42,43,48,0,0
423,70,71,30,0,0
424,28,29,9,0,0
425,90,91,33,0,0
426,41,42,30,0,0
427,66,67,4,0,0
428,22,23,40,0,0
429,47,48,20,0,0
430,65,66,18,0,0
431,42,43,33,0,0
432,57,58,40,0,0
433,57,58,47,0,0
434,93,94,27,0,0
435,36,37,47,0,0
436,92,93,28,0,0
437,21,22,41,0,0
438,37,38,45,0,0
439,20,21,15,0,0
440,20,21,28,0,0
441,19,20,18,0,0
442,59,60,14,0,0
443,90,91,4,0,0
444,52,53,48,0,0
445,76,77,7,0,0
446,99,100,48,0,0
447,12,13,31,0,0
448,23,24,1,0,0
449,12,13,27,0,0
450,24,25,25,0,0
451,50,51,22,0,0
452,76,77,3,0,0
453,18,19,33,0,0
454,56,57,27,0,0
455,94,95,15,0,0
456,77,78,25,0,0
457,54,55,36,0,0
458,82,83,36,0,0
459,12,13,31,0,0
460,26,27,28,0,0
461,69,70,24,0,0
462,52,53,43,0,0
463,69,70,17,0,0
464,38,39,12,0,0
465,5,6,33,0,0
466,50,51,26,0,0
467,94,95,35,0,0
468,99,100,47,0,0
469,9,10,6,0,0
470,24,25,12,0,0
471,43,44,7,0,0
472,45,46,12,0,0
473,70,71,22,0,0
474,21,22,41,0,0
475,16,17,23,0,0
476,7,8,10,0,0
477,26,27,12,0,0
478,61,62,40,0,0
479,47,48,29,0,0
480,20,21,32,0,0
481,51,52,38,0,0
482,49,50,9,0,0
483,55,56,44,0,0
484,23,24,24,0,0
485,64,65,17,0,0
486,68,69,33,0,0
487,7,8,34,0,0
488,23,24,16,0,0
489,75,76,48,0,0
490,12,13,17,0,0
491,29,30,39,0,0
492,14,15,19,0,0
493,96,97,25,0,0
494,94,95,31,0,0
495,19,20,37,0,0
496,54,55,41,0,0
497,50,51,22,0,0
498,17,18,10,0,0
499,31,32,30,0,0
500,37,38,18,0,0
501,7,8,22,0,0
502,76,77,15,0,0
503,34,35,8,0,0
504,77,78,2,0,0
505,82,83,19,0,0
506,74,75,43,0,0
507,52,53,26,0,0
508,69,70,33,0,0
509,98,99,35,0,0
510,85,86,17,0,0
511,91,92,21,0,0
512,92,93,2,0,0
513,15,16,50,0,0
514,90,91,5,0,0
515,57,58,30,0,0
516,69,70,5,0,0
517,46,47,26,0,0
518,40,41,25,0,0
519,52,53,2,0,0
520,92,93,43,0,0
521,45,46,34,0,0
522,94,95,41,0,0
523,72,73,49,0,0
524,60,61,33,0,0
525,77,78,49,0,0
526,51,52,50,0,0
527,28,29,9,0,0
528,76,77,29,0,0
529,56,57,12,0,0
530,16,17,47,0,0
531,80,81,44,0,0
532,91,92,4,0,0
533,1,2,14,0,0
534,79,80,13,0,0
535,9,10,50,0,0
536,49,50,41,0,0
537,98,99,19,0,0
538,35,36,2,0,0
539,81,82,1,0,0
540,38,39,12,0,0
541,4,5,2,0,0
542,15,16,36,0,0
543,85,86,44,0,0
544,61,62,8,0,0
545,57,58,18,0,0
546,19,20,17,0,0
547,10,11,10,0,0
548,17,18,43,0,0
549,11,12,47,0,0
550,41,42,4,0,0
551,88,89,18,0,0
552,50,51,48,0,0
553,93,94,34,0,0
554,21,22,50,0,0
555,74,75,46,0,0
556,39,40,14,0,0
557,74,75,16,0,0
558,62,63,36,0,0
559,55,56,24,0,0
560,35,36,35,0,0
561,43,44,11,0,0
562,42,43,46,0,0
563,7,8,35,0,0
564,41,42,26,0,0
565,12,13,42,0,0
566,85,86,31,0,0
567,70,71,6,0,0
568,70,71,25,0,0
569,77,78,50,0,0
570,79,80,3,0,0
571,9,10,46,0,0
572,24,25,27,0,0
573,17,18,45,0,0
574,81,82,22,0,0
575,95,96,9,0,0
576,35,36,7,0,0
577,72,73,43,0,0
578,82,83,27,0,0
579,47,48,18,0,0
580,11,12,16,0,0
581,65,66,28,0,0
582,54,55,41,0,0
583,35,36,20,0,0
584,66,67,13,0,0
585,82,83,35,0,0
586,84,85,45,0,0
587,50,51,32,0,0
588,19,20,42,0,0
589,7,8,24,0,0
590,66,67,26,0,0
591,89,90,2,0,0
592,7,8,25,0,0
593,77,78,1,0,0
594,20,21,9,0,0
595,3,4,13,0,0
596,39,40,49,0,0
597,18,19,42,0,0
598,41,42,11,0,0
599,14,15,29,0,0
600,95,96,13,0,0
601,62,63,11,0,0
602,91,92,20,0,0
603,60,61,17,0,0
604,38,39,2,0,0
605,41,42,47,0,0
606,32,33,2,0,0
607,63,64,44,0,0
608,46,47,48,0,0
609,92,93,30,0,0
610,55,56,32,0,0
611,54,55,23,0,0
612,39,40,7,0,0
613,12,13,48,0,0
614,38,39,29,0,0
615,13,14,35,0,0
616,77,78,4,0,0
617,20,21,41,0,0
618,45,46,15,0,0
619,30,31,35,0,0
620,27,28,41,0,0
621,58,59,39,0,0
622,8,9,4,0,0
623,71,72,22,0,0
624,52,53,18,0,0
625,26,27,47,0,0
626,60,61,41,0,0
627,34,35,34,0,0
628,38,39,35,0,0
629,17,18,48,0,0
630,95,96,48,0,0
631,9,10,50,0,0
632,90,91,28,0,0
633,1,2,2,0,0
634,81,82,22,0,0
635,6,7,21,0,0
636,93,94,38,0,0
637,68,69,44,0,0
638,35,36,14,0,0
639,11,12,38,0,0
640,84,85,41,0,0
641,13,14,12,0,0
642,32,33,16,0,0
643,28,29,5,0,0
644,71,72,35,0,0
645,73,74,45,0,0
646,8,9,8,0,0
647,24,25,36,0,0
648,63,64,44,0,0
649,43,44,33,0,0
650,55,56,8,0,0
651,66,67,16,0,0
652,47,48,30,0,0
653,10,11,7,0,0
654,81,82,32,0,0
655,12,13,35,0,0
656,95,96,24,0,0
657,43,44,4,0,0
658,46,47,26,0,0
659,10,11,17,0,0
660,55,56,8,0,0
661,74,75,2,0,0
662,93,94,12,0,0
663,84,85,14,0,0
664,60,61,27,0,0
665,7,8,20,0,0
666,15,16,30,0,0
667,37,38,39,0,0
668,79,80,42,0,0
669,44,45,26,0,0
670,30,31,44,0,0
671,63,64,42,0,0
672,45,46,41,0,0
673,38,39,34,0,0
674,36,37,38,0,0
675,51,52,49,0,0
676,46,47,26,0,0
677,40,41,36,0,0
678,8,9,28,0,0
679,78,79,50,0,0
680,98,99,18,0,0
681,48,49,42,0,0
682,68,69,44,0,0
683,91,92,21,0,0
684,61,62,15,0,0
685,59,60,12,0,0
686,5,6,40,0,0
687,55,56,3,0,0
688,68,69,9,0,0
689,24,25,19,0,0
690,79,80,36,0,0
691,64,65,13,0,0
692,15,16,29,0,0
693,34,35,41,0,0
694,14,15,17,0,0
695,92,93,48,0,0
696,75,76,35,0,0
697,74,75,9,0,0
698,14,15,17,0,0
699,46,47,19,0,0
700,79,80,32,0,0
701,79,80,43,0,0
702,39,40,49,0,0
703,58,59,35,0,0
704,26,27,34,0,0
705,31,32,5,0,0
706,82,83,48,0,0
707,61,62,19,0,0
708,95,96,16,0,0
709,52,53,7,0,0
710,60,61,34,0,0
711,88,89,11,0,0
712,64,65,33,0,0
713,71,72,50,0,0
714,45,46,39,0,0
715,18,19,44,0,0
716,83,84,40,0,0
717,40,41,33,0,0
718,6,7,24,0,0
719,67,68,44,0,0
720,81,82,4,0,0
721,57,58,3,0,0
722,73,74,32,0,0
723,79,80,5,0,0
724,18,19,12,0,0
725,73,74,26,0,0
726,47,48,28,0,0
727,94,95,23,0,0
728,8,9,4,0,0
729,73,74,24,0,0
730,87,88,33,0,0
731,85,86,34,0,0
732,45,46,32,0,0
733,69,70,11,0,0
734,40,41,22,0,0
735,42,43,41,0,0
736,16,17,42,0,0
737,6,7,50,0,0
738,58,59,49,0,0
739,80,81,19,0,0
740,97,98,46,0,0
741,22,23,28,0,0
742,51,52,24,0,0
743,80,81,27,0,0
744,2,3,4,0,0
745,62,63,6,0,0
746,69,70,25,0,0
747,40,41,14,0,0
748,62,63,39,0,0
749,52,53,36,0,0
750,5,6,22,0,0
751,85,86,5,0,0
752,10,11,9,0,0
753,91,92,35,0,0
754,50,51,40,0,0
755,3,4,12,0,0
756,77,78,2,0,0
757,8,9,44,0,0
758,48,49,40,0,0
759,28,29,8,0,0
760,66,67,15,0,0
761,28,29,25,0,0
762,68,69,23,0,0
763,22,23,27,0,0
764,76,77,29,0,0
765,15,16,45,0,0
766,53,54,23,0,0
767,99,100,8,0,0
768,19,20,45,0,0
769,55,56,23,0,0
770,2,3,35,0,0
771,63,64,49,0,0
772,12,13,4,0,0
773,84,85,17,0,0
774,50,51,37,0,0
775,51,52,43,0,0
776,89,90,41,0,0
777,12,13,3,0,0
778,7,8,15,0,0
779,77,78,50,0,0
780,30,31,7,0,0
781,48,49,48,0,0
782,42,43,4,0,0
783,26,27,24,0,0
784,31,32,22,0,0
785,92,93,33,0,0
786,35,36,36,0,0
787,22,23,2,0,0
788,37,38,45,0,0
789,66,67,42,0,0
790,37,38,34,0,0
791,76,77,49,0,0
792,6,7,27,0,0
793,68,69,10,0,0
794,64,65,31,0,0
795,3,4,33,0,0
796,77,78,15,0,0
797,8,9,33,0,0
798,22,23,48,0,0
799,60,61,11,0,0
800,41,42,14,0,0
801,52,53,36,0,0
802,75,76,13,0,0
803,30,31,31,0,0
804,60,61,27,0,0
805,2,3,11,0,0
806,53,54,18,0,0
807,82,83,25,0,0
808,73,74,45,0,0
809,7,8,47,0,0
810,81,82,45,0,0
811,33,34,19,0,0
812,61,62,33,0,0
813,38,39,42,0,0
814,32,33,1,0,0
815,43,44,48,0,0
816,88,89,24,0,0
817,64,65,32,0,0
818,24,25,21,0,0
819,87,88,23,0,0
820,85,86,2,0,0
821,57,58,47,0,0
822,87,88,44,0,0
823,8,9,28,0,0
824,26,27,22,0,0
825,11,12,30,0,0
826,87,88,15,0,0
827,45,46,37,0,0
828,55,56,31,0,0
829,4,5,25,0,0
830,5,6,49,0,0
831,50,51,26,0,0
832,80,81,45,0,0
833,82,83,18,0,0
834,53,54,23,0,0
835,21,22,8,0,0
836,54,55,43,0,0
837,91,92,12,0,0
838,8,9,33,0,0
839,20,21,46,0,0
840,29,30,5,0,0
841,90,91,47,0,0
842,37,38,13,0,0
843,87,88,14,0,0
844,29,30,39,0,0
845,23,24,14,0,0
846,60,61,13,0,0
847,66,67,30,0,0
848,82,83,40,0,0
849,15,16,16,0,0
850,92,93,8,0,0
851,75,76,35,0,0
852,55,56,29,0,0
853,45,46,28,0,0
854,31,32,40,0,0
855,28,29,42,0,0
856,71,72,32,0,0
857,45,46,26,0,0
858,18,19,8,0,0
859,1,2,1,0,0
860,69,70,21,0,0
861,16,17,9,0,0
862,20,21,50,0,0
863,50,51,34,0,0
864,47,48,13,0,0
865,18,19,28,0,0
866,61,62,30,0,0
867,68,69,45,0,0
868,93,94,8,0,0
869,7,8,19,0,0
870,69,70,31,0,0
871,89,90,16,0,0
872,96,97,1,0,0
873,78,79,36,0,0
874,97,98,37,0,0
875,36,37,48,0,0
876,12,13,48,0,0
877,91,92,20,0,0
878,75,76,6,0,0
879,50,51,31,0,0
880,76,77,43,0,0
881,36,37,44,0,0
882,57,58,8,0,0
883,45,46,4,0,0
884,87,88,37,0,0
885,62,63,48,0,0
886,92,93,31,0,0
887,22,23,8,0,0
888,79,80,43,0,0
889,38,39,42,0,0
890,57,58,16,0,0
891,24,25,12,0,0
892,69,70,22,0,0
893,99,100,50,0,0
894,99,100,26,0,0
895,31,32,4,0,0
896,22,23,33,0,0
897,52,53,16,0,0
898,42,43,22,0,0
899,56,57,13,0,0
900,52,53,37,0,0
901,32,33,1,0,0
902,30,31,50,0,0
903,2,3,45,0,0
904,15,16,41,0,0
905,31,32,33,0,0
906,42,43,3,0,0
907,51,52,34,0,0
908,2,3,10,0,0
909,75,76,12,0,0
910,59,60,2,0,0
911,47,48,27,0,0
912,10,11,25,0,0
913,75,76,14,0,0
914,26,27,41,0,0
915,12,13,4,0,0
916,77,78,21,0,0
917,37,38,16,0,0
918,54,55,13,0,0
919,70,71,29,0,0
920,29,30,40,0,0
921,94,95,46,0,0
922,60,61,46,0,0
923,30,31,1,0,0
924,55,56,3,0,0
925,79,80,2,0,0
926,18,19,17,0,0
927,12,13,42,0,0
928,46,47,41,0,0
929,5,6,8,0,0
930,64,65,28,0,0
931,60,61,2,0,0
932,47,48,10,0,0
933,51,52,8,0,0
934,1,2,6,0,0
935,57,58,15,0,0
936,91,92,19,0,0
937,24,25,2,0,0
938,25,26,48,0,0
939,97,98,15,0,0
940,26,27,1,0,0
941,16,17,32,0,0
942,27,28,7,0,0
943,19,20,35,0,0
944,33,34,21,0,0
945,39,40,26,0,0
946,87,88,35,0,0
947,35,36,41,0,0
948,91,92,8,0,0
949,34,35,32,0,0
950,20,21,23,0,0
951,71,72,47,0,0
952,61,62,31,0,0
953,87,88,10,0,0
954,76,77,10,0,0
955,76,77,29,0,0
956,76,77,50,0,0
957,59,60,30,0,0
958,78,79,50,0,0
959,52,53,35,0,0
960,69,70,24,0,0
961,21,22,49,0,0
962,30,31,46,0,0
963,27,28,7,0,0
964,87,88,1,0,0
965,83,84,35,0,0
966,21,22,11,0,0
967,71,72,14,0,0
968,28,29,13,0,0
969,38,39,28,0,0
970,74,75,14,0,0
971,6,7,47,0,0
972,55,56,16,0,0
973,20,21,34,0,0
974,36,37,8,0,0
975,18,19,28,0,0
976,12,13,12,0,0
977,17,18,42,0,0
978,81,82,3,0,0
979,76,77,22,0,0
980,37,38,16,0,0
981,83,84,35,0,0
982,32,33,49,0,0
983,31,32,18,0,0
984,88,89,40,0,0
985,23,24,45,0,0
986,49,50,28,0,0
987,40,41,12,0,0
988,90,91,42,0,0
989,29,30,44,0,0
990,28,29,1,0,0
991,80,81,24,0,0
992,17,18,26,0,0
993,84,85,35,0,0
994,51,52,14,0,0
995,33,34,15,0,0
996,77,78,16,0,0
997,53,54,17,0,0
998,72,73,3,0,0
999,89,90,3,0,0
